Tier,Revenue,Status,Handle,Title,VariantCount,OptionNames,RepSKU,AllSKUs,ProbableManufacturer,ManufacturerWebsite,URL1,URL2,RawPaste,Notes
D,0,active,fireking-storage-cabinet-44-high,"FireKing Storage Cabinet 44"" High",1,,FIRCF4436DPA,FIRCF4436DPA,unknown,,,,,
D,0,active,fireking-storage-cabinet-72-high,"FireKing Storage Cabinet 72"" High",1,,FIRCF7236DPA,FIRCF7236DPA,unknown,,,,,
D,0,active,vertical-fireproof-cabinets-2-3-4-drawer,"Vertical Fireproof Cabinets (2, 3 & 4 Drawer)",5,Drawer Options; Depth,GDX GF25221,GDX GF25221; GDX GF20021; GDX GF30021; GDXGF25421; GDXGF40021,Global GDX,https://www.globalfurnituregroup.com/,,,,
D,0,active,gardex-fireproof-lateral-file-2-3-4-drawer,"Gardex Fireproof Lateral File ( 2, 3 & 4 Drawer)",6,Drawers; Width,GDXGL40221,GDXGL40221; GAR GXGL-402-44; GDXGL40321; GAR GXGL-403-44; GDXGL40421; GAR GXGL-404-44,Global GDX (GL),https://www.globalfurnituregroup.com/,,,,
D,0,active,momentum-series-combos-keyboard-arm-premium-quality,Momentum Series Combos Keyboard Arm (Premium Quality),1,,RIC 5007438C3,RIC 5007438C3,Ricoh (possibly),,,,,
D,0,active,cobalt-medium-back-tilter-mvl2785,Cobalt | Medium Back Tilter MVL2785,1,,GLB-MVL2785,GLB-MVL2785,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,jumbo-storage-cabinet-assembled-72-h-x48w-x-24-d,"Jumbo Storage Cabinet Assembled 72"" H x48""W x 24"" D",1,,SCN-FL786,SCN-FL786,unknown,,,,,
D,0,active,ibex-drafting-task-stool-mvl2808,Ibex Drafting Task Stool MVL2808,1,,GLB MVL2808,GLB MVL2808,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-chevron-junior-operator-chair-mvl2363-7-1,Basics® Chevron Junior Operator Chair MVL2363-7,2,With or Without Arms,GLB MVL2363-7,GLB MVL2363-7; GLBMVL2363-7 + MVL23653N,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,marlee-synchro-tilter-chairs,Marlee Synchro-Tilter Chairs,1,,GLB-MVL11722,GLB-MVL11722,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,avro-350m-heavy-duty-multi-tilter-chairs-mvl11716,Avro 350M Heavy Duty Multi-Tilter Chairs MVL11716,1,,GLBMVL11716,GLBMVL11716,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,Basics® ObusForme® Elite Heavy Duty Multi-Tilter Chair TS2770-3,2,Back Height Options,GLB-TS2770-3 G5,GLB-TS2770-3 G5; GLB-TS2771-3G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,ashmont-medium-back-management-tilter-mvl2781,Ashmont | Medium Back Management Tilter MVL2781,1,,GLB OTG-2781,GLB OTG-2781,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,offices-to-go-ashmont-tilter-chair-1,Offices to Go® Ashmont Tilter Chair,1,,GLB-MVL2780,GLB-MVL2780,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,the-accord-tilter-high-back-chair-1,The Accord Tilter High Back Chair,2,Back,GLB-2670-4,GLB-2670-4; GLB 2671-4,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,knight-lightweight-tilter-chair-otg11360,Knight Lightweight Tilter Chair OTG11360,1,,GLB-OTG11360,GLB-OTG11360,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,adapt-high-back-synchro-tilter-mvl11725,Adapt | High Back Synchro-Tilter MVL11725,1,,GLB-MVL11725,GLB-MVL11725,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,ibex-synchro-tilter-chairs-mvl2801,Ibex Synchro-Tilter Chairs MVL2801,1,,GLB-MVL2801,GLB-MVL2801,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,tl-high-back-synchro-tilter,TL | High Back Synchro-Tilter,1,,MVL6074HA,MVL6074HA,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,chevron-ultra-medium-back-multi-tilter-chair,Chevron Ultra Medium Back Multi-Tilter Chair,1,,GLB-BAO1121-3G5,GLB-BAO1121-3G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,1,,GLO-MVL1891,GLO-MVL1891,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-comfort-time-ultra-multi-tilter-big-tall-with-headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest,1,,GLB BAOMVL13042G5,GLB BAOMVL13042G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,otg3915-centro-guest-chair,OTG3915 Centro Guest Chair,1,,GLBOTG3915PU30BL20,GLBOTG3915PU30BL20,Offices to Go,https://www.officestogo.com/,,,,
D,0,active,extended-high-back-tilter-otg11359-carleton,Extended High Back Tilter OTG11359 Carleton,2,Back Height,GLBOTG11358,GLBOTG11358; GLBOTG11359,Offices to Go,https://www.officestogo.com/,,,,
D,0,active,mvl3101-avro-mesh-back-synchro-tilter-chair,MVL3101 Avro Mesh Back Synchro-Tilter Chair,1,,GLBMVL3101,GLBMVL3101,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,4,Base Colour; Casters or Glides,GLB-MVL13086 BLK,GLB-MVL13086 BLK; GLB-MVL13085 BLK; GLB-MVL13086 CHROME; GLB-MVL13085 CHROME,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,screenflex-room-dividers,Screenflex Room Dividers,14,Sizes HxL,GLI T9AB226455,GLI T9AB226455; GLI T9A240017GY; GLI T9AB226533; GLI T9A240022BL; GLI T9AB226524; GLI-T9A240025BL; GLIT9AB227020; GLI-	T9AB226717; GLI-T9AB226506; GLI 	T9AB227325; ...+4 more,Global (GLI line),https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,"Basics Elora Chair - High Back - Black - Leather, Luxhide MVL1893UPU30BL20",1,,GLB-MVL1893U,GLB-MVL1893U,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,credenza-storage-hutch,Credenza Storage & Hutch,1,,IOF-UN7224/MP/SC,IOF-UN7224/MP/SC,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,partitions-66-high-6-offices,"Partitions 66"" High 6 Offices",1,,GLB-3@ML6660+8@ML6648FFP,GLB-3@ML6660+8@ML6648FFP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,partitions-66-high-3-offices-1,"Partitions 66"" High 3 Offices",1,,GLB-3@ML6660+4@ML6648FFP,GLB-3@ML6660+4@ML6648FFP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,partitions-66-high-2-offices-1,"Partitions 66"" High 2 Offices",1,,GLB-2@ML6660+3@ML6648FFP,GLB-2@ML6660+3@ML6648FFP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,partitions-66-high,"Partitions 66"" High",1,,GLB-1@ML6660+2@ML6648FFP,GLB-1@ML6660+2@ML6648FFP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,teknion-ac-executive,"Teknion ""AC Executive""",1,,,,,,,,,
D,0,active,sparrow-otg10920-guest-chair,Sparrow OTG10920 Guest Chair,1,,GLB  OTG10920,GLB  OTG10920,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,zune-tilter-chair-black-fabric-seat-plastic-mesh-back-medium-back-otg11751b,"Zune Tilter Chair - Black Fabric Seat - Plastic, Mesh Back - Medium Back OTG11751B",1,,GLBOTG11751B,GLBOTG11751B,Offices to Go,https://www.officestogo.com/,,,,
D,0,active,comfort-time-ultra-petit-seat-multi-tilter-chair-high-back-baomvl1880g5,Comfort-Time Ultra Petit Seat Multi-Tilter Chair High Back BAOMVL1880G5,1,,GLB BAOMVL1880G5,GLB BAOMVL1880G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,basics-comfort-time-ultra-multi-tilter-chair-with-headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest,1,,GLB BAOMVL1875G5,GLB BAOMVL1875G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,two-stage-electric-height-adjustable-table,Two-Stage Electric Height Adjustable Table,2,Colour,RIC 5002L2S244890,RIC 5002L2S244890; RIC 5002L2S244860,Ricoh (possibly),,,,,
D,0,active,hideaway-storage-cabinet-1,Hideaway Storage Cabinet,1,,JNT5946JC,JNT5946JC,Jonti-Craft,https://www.jonti-craft.com/,,,,
D,0,active,prime-49-6h-two-file-multi-stor-cabinet-36w-x-18d-one-adjustable-shelf-gucc41g1836p,"Prime™ 49.6""H Two File Multi-Stor Cabinet, 36""W x 18""D - One Adjustable Shelf (GUCC41G1836P)",3,Size Options,GLO-GUCC41G1830P,GLO-GUCC41G1830P; GLO GUCC41G1836P; GLO-GUCC41G1842P,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,prime-multi-storage-cabinet-lateral-file,Prime Multi-Storage Cabinet / Lateral File,3,Size Options,GLO GUCC51C1830P,GLO GUCC51C1830P; GLO-GUCC51C1836P; GLO-GUCC51C1842P,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,rebound-armchair-upholstered-seat-r5apug,"Rebound™ Armchair, Upholstered Seat (R5APUG)",1,,GLB-R5APUG,GLB-R5APUG,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,kate-medium-back-armchair-2813,Kate Medium Back Armchair (2813),1,,GLO-2813,GLO-2813,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,the-twilight-armchair-wood-veneer-back-2198ws,"The Twilight Armchair, Wood Veneer Back (2198WS)",1,,GLO-2198,GLO-2198,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,executive-suites-height-adjustable-desk,Executive Suites Height Adjustable Desk,1,,HTWINVASST,HTWINVASST,Heartwood Innovation,https://www.heartwooddl.com/,,,,
D,0,active,management-u-shaped-suite-72w-x-102d,"Management ""U"" Shaped Suite - 72""W x 102""D",1,,GLO-NLP103,GLO-NLP103,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,u-shaped-suite-with-rectangular-island,"""U"" SHAPED SUITE WITH RECTANGULAR ISLAND NLP324",1,,GLO-NLP324,GLO-NLP324,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,u-shaped-suite-with-table-desk-72w-x-96d,"""U"" Shaped Suite with Table Desk - 72""W x 96""D",1,,GLO-NLP229,GLO-NLP229,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,factor-mesh-seating-stool,Factor Mesh Seating Stool,2,Arms,,,,,,,,
D,0,active,factor-mesh-seating,Factor Mesh Seating,2,Back Height,GLO-5541,GLO-5541; GLO-5540,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,u-shape-d-top-workstation,U-Shape D-Top Workstation,1,,Asstd-see website,Asstd-see website,,,,,,
D,0,active,factor-mesh-back-armchair-casters-5545amc-1,"Factor™ Mesh Back Armchair, Casters (5545AMC)",1,,,,,,,,,
D,0,active,safco-2130sl-desk-mount-for-monitor-keyboard,"Safco 2130SL Desk Mount for Monitor, Keyboard",1,,,,,,,,,
D,0,active,sit-stand-1,Sit Stand,1,,HDL-100-DTHA,HDL-100-DTHA,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,bolt-mesh-back-tilter-otg11510b,Bolt | Mesh Back Tilter OTG11510B,1,,,,,,,,,
D,0,active,canopy-seating,Canopy Seating,1,,BORGO,BORGO,Borgo,https://www.borgo.it/,,,,
D,0,active,auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,1,,BORGO,BORGO,Borgo,https://www.borgo.it/,,,,
D,0,active,privacy-desk-top-dividers,Privacy Desk Top Dividers,8,Sizes W x H,GLB-PT9PP3013-1,GLB-PT9PP3013-1; GLB-PT9PP3613-1; GLB-PT9PP4213-1; GLB-PT9PP4813-1; GLB-PT9PP5413-1; GLB-PT9PP6013-1; GLB-PT9PP6613-1; GLB-PT9PP7213-1,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,rebound-armchair-polypropylene-seat-1,"Rebound™ Armchair, Polypropylene Seat",1,,GLB-R5APPG,GLB-R5APPG,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,stream-armless-chair-polypropylene-seat-back-2075app,"Stream™ Armless Chair, Polypropylene Seat & Back 2075APP",1,,GLB-2075APP,GLB-2075APP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,drafting-table-custom,Drafting Table Custom,1,,IOF-Typical #W-021,IOF-Typical #W-021,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,impromptu-lectern-1,Impromptu® Lectern,2,Color,SAF8912GR,SAF8912GR; SAF8912BLK,Safco Products,https://www.safcoproducts.com/,,,,
D,0,active,scoot-multi-purpose-lectern-8922bl-1,Scoot™ Multi-Purpose Lectern 8922BL,1,,SAF-8922BL,SAF-8922BL,Safco Products,https://www.safcoproducts.com/,,,,
D,0,active,beta-armless-posture-task-drafting-stool-mvl2718,Beta | Armless Posture Task Drafting Stool MVL2718,1,,GLO-MVL2718,GLO-MVL2718,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,lockerettes-6-tier-bank-of-3-36-x-18-x-72-steel-grey-rivet-assembled,"Lockerettes, 6 -tier, Bank of 3, 36"" x 18"" x 72"", Steel, Grey, Rivet (Assembled)",1,Banks,SCN-FJ173,SCN-FJ173,unknown,,,,,
D,0,active,global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,1,,GLO-GC3608,GLO-GC3608,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,6-person-workstation-chairs-bridges,6 Person Workstation & Chairs Bridges,1,,GLB-BRID3,GLB-BRID3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone",1,,,,,,,,,
D,0,active,agile-double-sided-8-pod-height-adjustable-shared-desk,Agile Double Sided 8-Pod Height Adjustable Shared Desk,1,,,,,,,,,
D,0,active,ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804,1,,GLB-MVL2804,GLB-MVL2804,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,uni-flip-training-tables-7-sizes,Flip Top Training Tables 7 Sizes,14,Size Options; Base Frame Colour,WS48-MFLIP080/BF-WS101003-7981,WS48-MFLIP080/BF-WS101003-7981; WS48-MFLIP110/BF-WS101005-7981; WS48-MFLIP140/BF-WS101007-7981; WS48-MFLIPL080/BF-WS101004-7981; WS-MFLIPL080/BF-WS101004-7981; WS48-MFLIPL110/BF-WS101006-7981; WS48-MFLIPL140/BF-WS101008-7981; WS48-MFLIPL140/BF-WS101009-7981,Workspace (unknown sub-brand),,,,,
D,0,active,terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,8,Size Options,GFT2448R,GFT2448R; GFT2460R; GFT2466R; GLO GFT2472R; GFT3048R; GLO-GFN3060; GLO-GFN3066R,Global Flip Top,https://www.globalfurnituregroup.com/,,,,
D,0,active,primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",2,Leg Colour,"GLB GC3638, 10VV48, 20TTU, 45SS-1","GLB GC3638, 10VV48, 20TTU, 45SS-1; GLB GC3638, 10VV48, 20TMO, 45EM",Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,foundations-next-gen-serenity-safereach-compact-crib,Foundations Next Gen Serenity SafeReach Compact Crib,1,,,,,,,,,
D,0,active,foundations-next-gen-serenity-compact-crib,Foundations Next Gen Serenity Compact Crib,1,,FOU2532043,FOU2532043,Foundations Worldwide,https://www.foundations.com/,,,,
D,0,active,foundations-safetycraft-compact-crib-natural-steel,Foundations SafetyCraft Compact Crib - Natural - Steel,1,,FOU1631040,FOU1631040,Foundations Worldwide,https://www.foundations.com/,,,,
D,0,active,ryno-patio-furniture-waterproof-polyethylene,Ryno Patio Furniture Waterproof Polyethylene,1,,,,,,,,,
D,0,active,indestructible-ryno-furniture,Indestructible Ryno Furniture,1,,Ryno,Ryno,,,,,,
D,0,active,horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe Study Table Height Adjustable C-Shape Horseshoe,3,Size Options,MTY-IS-ATC#3660,MTY-IS-ATC#3660; MTY-IS-AT#C4872; MTY-,Mity-Lite,https://www.mitylite.com/,,,,
D,0,active,table-round-height-adjustable,Table Round Height Adjustable,2,Size,MTY-AT48RMPL,MTY-AT48RMPL; MTY-AT60RMPL,Mity-Lite,https://www.mitylite.com/,,,,
D,0,active,student-desk-1,Student Desk,1,,DTS1828P,DTS1828P,,,,,,
D,0,active,ml-series-lounge-chair,ML Series Lounge Chair,1,,GLO-ML2630,GLO-ML2630,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",6,Size Options; Leg Colour,HDL-INV-REC9648-MUP,HDL-INV-REC9648-MUP; HDL-INV-REC1448-MUP; HDL-INV-REC14448-MUP; HDL-INV-REC19248-MUP*; HDL-INV-REC19248-MUP,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,"FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506)",1,,GLC-FFHAB506,GLC-FFHAB506,unknown,,,,,
D,0,active,guest-chair-6960-moda,Guest Chair 6960 Moda,3,Colour,GLO 6960 Cloud,GLO 6960 Cloud; GLO 6960 BLK; GLB-6961,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,stacking-chair-sonic-6508,Stacking Chair Sonic 6508,1,,'6508,'6508,,,,,,
D,0,active,stacking-chair-duet-glb6621,Stacking Chair Duet GLB6621,1,,GLB6621,GLB6621,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,six-13-medium-back-multi-tilter,Six 13 | Medium Back Multi-Tilter,1,,GLB-OTG11613B,GLB-OTG11613B,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,loover-medium-back-synchro-tilter-chair,Loover Medium Back Synchro Tilter Chair,1,,GLB26628,GLB26628,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,loover-high-back-synchro-tilter,Loover High Back Synchro Tilter,1,,GLB-26618,GLB-26618,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,echo-medium-back-multi-tilter-3671-3-1,Echo™ Medium Back Multi-Tilter (3671-3),1,,GLB-36713,GLB-36713,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,echo-3670-3-task-chair,Echo 3670-3 Task Chair,1,,GLB36703,GLB36703,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,granada-deluxe-high-back-multi-tilter-1170-3-2,Granada® Deluxe High Back Multi-Tilter (1170-3),1,,GLB11703,GLB11703,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,concorde-high-back-executive-multi-tilter-2424,Concorde® High Back Executive Multi-Tilter 2424,1,,GLB-2400-18 PC60,GLB-2400-18 PC60,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,easy-pull-in-out-keyboard-tray,Easy Pull in & Out Keyboard Tray,1,,HZNKL28SG27,HZNKL28SG27,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,jax-keyboard-tray,JAX Keyboard Tray,1,,RIC5008479C3,RIC5008479C3,Ricoh (possibly),,,,,
D,0,active,keyboard-tray-multi-position,Keyboard Tray Multi Position,1,,HZN-JV01,HZN-JV01,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,yoho-armless-drafting-task-chair-stool,Yoho | Armless Drafting Task Chair Stool,1,,GLO-MVL2796,GLO-MVL2796,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,danio-armless-height-adjustable-task-stool,Danio | Armless Height Adjustable Task Stool,1,,MVL2723,MVL2723,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,ionic-feet-1-pair,Ionic Feet (1 Pair),1,,GLO-MLDFFKP,GLO-MLDFFKP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,otg-panels,OTG Panels,3,Panel Size,GLO-ML6636FFP,GLO-ML6636FFP; GLO ML6648FFP; GLO-ML6660FFP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""",1,,HDL-HT-ADJ-LAYOUT #7,HDL-HT-ADJ-LAYOUT #7,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,tl-high-back-multi-tilter,TL | High Back Multi-Tilter,1,,MVL6070HA,MVL6070HA,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,altona-high-back-leather-tilter,Altona | High Back Leather Tilter,1,,OTG11616B,OTG11616B,Offices to Go,https://www.officestogo.com/,,,,
D,0,active,global-accord-back-knee-tilter-chair-1,Global Accord   Back Knee Tilter Chair,2,Back,GLB-2670-2,GLB-2670-2; GLB26712,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,high-back-weight-sensing-synchro-tilter,High Back Weight Sensing Synchro-Tilter,1,,,,,,,,,
D,0,active,racetrack-conference-table-1-top,"Racetrack Conference Table 1"" Top",26,Table Sizes; Top Thickness,IOFRAPB3660,IOFRAPB3660; IOFRAPB3660TT; IOFRAPB3672; IOFRAPB3672TT; IOFRAPB3684; IOFRAPB3684TT; IOFRAPB3696; IOFRAPB3696TT; IOFRAPB4260; IOFRAPB4260TT; ...+15 more,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,felt-acoustic-wall-tiles,Felt Acoustic Wall Tiles,6,Shapes Available,BEL HWS1212-CIR9,BEL HWS1212-CIR9; BEL HWS1212-HON9; BEL HWS1212-SCA9; BEL HWS1212-TRI9; BEL HWS1224-DIA9_; BEL HWS0624-PLG9,Bel-Air,,,,,
D,0,active,felt-acoustic-room-dividers,Felt Acoustic Room Dividers,20,Size Options; Style; Ceiling Connection Types,HCA4747-BAM9-T,HCA4747-BAM9-T; HCA4747-BAM9-M; HCA4747-CHEV9-T; HCA4747-CHEV9-M; HCA4747-PAL9-T; HCA4747-PAL9-M; HCA4747-CIR9-T-M; HCA4747-CIR9-M; HCA4747-SLO9-T; HCA4747-SLO9-M; ...+10 more,unknown,,,,,
D,0,active,work-table-at,Work Table AT,3,Sizes available,GLBAT6030,GLBAT6030; GLBAT7230; GLBAT7236,Global (AT line),https://www.globalfurnituregroup.com/,,,,
D,0,active,makerspace-tables,Makerspace Tables,1,,DIVERSIFIEDAFT48305,DIVERSIFIEDAFT48305,,,,,,
D,0,active,newland-bookcases-assembled,Newland Bookcases (Assembled),2,Height Options,GLONL48BC,GLONL48BC; GLONL66BC,Offices to Go (Newland),https://www.officestogo.com/,,,,
D,0,active,height-adjustable-rectangular-table-2-legs-nl48243qht,Height Adjustable Rectangular Table - 2 legs,3,Sizes,GLBNL48243QHT,GLBNL48243QHT; GLBNL60303QHT; GLBNL72303QHT,Offices to Go (via Global),https://www.officestogo.com/,,,,
D,0,active,shoptech-082,Shoptech 082,1,,HZN-082,HZN-082,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,shoptech-2410,Shoptech 2410,1,,HZN-2410,HZN-2410,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,dual-coloured-bookcase-15-sizes-available,Dual Coloured Bookcase (15 Sizes Available),15,Size Options,BCMB2429WHTSIDEPANEL,BCMB2429WHTSIDEPANEL; BCMB2448WHTSIDEPANEL; BCMB2460WHTSIDEPANEL; BCMB2472WHTSIDEPANEL; BCMB3029WHTSIDEPANEL; BCMB3048WHTSIDEPANEL; BCMB3060WHTSIDEPANEL; BCMB3065WHTSIDEPANEL; BCMB3072WHTSIDEPANEL; BCMB3629WHTSIDEPANEL; ...+4 more,unknown,,,,,
D,0,active,marche-guest-chair-8622,Marche Guest Chair 8622,1,,GLO-8622,GLO-8622,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,marche-guest-chair-copy,Marche Guest Chair,1,,GLO-8624,GLO-8624,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,nesting-training-table-8-colour-choices,Nesting Training Table (8 Colour Choices),3,Size Options,OSP-84224,OSP-84224; OSP-84225; OSP84226,Office Star Products,https://www.officestar.net/,,,,
D,0,active,drift-seating,Drift Seating,4,Size,GLB-8031,GLB-8031; GLB-8030; GLB-8027; GLB-8055,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,auditorium-lecture-hall-seating-omni,Auditorium / Lecture Hall Seating Omni,1,,Borgo,Borgo,Borgo,https://www.borgo.it/,,,,
D,0,active,bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" Wide x 14"" Deep",3,Height,HTWINV4832BK,HTWINV4832BK; HTWINV6532BK; HTWINV7232BK,Heartwood Innovation,https://www.heartwooddl.com/,,,,
D,0,active,flap-folding-chair-6775-1,Flap™ Folding Chair (6775),1,,GLB-6775,GLB-6775,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,duet-tablet-chair,Duet Tablet Chair,2,Tablet,6620TR,6620TR; 6620TL,,,,,,
D,0,active,outdoor-park-benches,Outdoor Park Benches,2,Size,SCN-NJ027,SCN-NJ027; SCN-NJ029,unknown,,,,,
D,0,active,bookcase-metal-2-size-options,Bookcase Metal 2 Size options,2,Size,GLO-MVLBC36-5,GLO-MVLBC36-5; GLO-MVLBC36-4,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,stacking-chair-sas-10-plus-colours,Stacking Chair SAS (10 Plus Colours),1,,GLO8647,GLO8647,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,dual-sided-height-adjustable-table,Dual Sided Height Adjustable Table,6,Top Size,WS48 AGE2DSD126/#_F INV2448TOP,WS48 AGE2DSD126/#_F INV2448TOP; WS48-AGE2DSD156/#_F-INV2460TOP; NL7023HAT-WS48 AGE2DSD186/#_F; WS48-NL4629HAT-AGE2DSD1275/#_F; WS48 AGE2DSD1575/#_F-NL5829HAT; WS48-AGE2DSD1875/#_F-INV-3072TOP,Workspace (unknown sub-brand),,,,,
D,0,active,kylie-multi-purpose-stacking-chair-cadet-otg11355c,Kylie | Multi-Purpose Stacking Chair - Cadet OTG11355C,1,,GLBOTG11355,GLBOTG11355,Offices to Go,https://www.officestogo.com/,,,,
D,0,active,sonic-bar-stools-for-42-high-tables,"Sonic Bar Stools for 42"" High Tables",2,Arm Options,GLB6563,GLB6563; GLB6558,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
