Tier,Revenue,Status,Handle,Title,VariantCount,OptionNames,RepSKU,AllSKUs,ProbableManufacturer,ManufacturerWebsite,URL1,URL2,RawPaste,Notes
A,16900.86,active,l-shape-desk-8-sizes-9-colour-options-1,L-Shape Desk (8 Sizes & 9 Colour options),8,Size Option (WxD) (Desk + Return),HDLINV3060DS-INV2430RS-INVFPUF,HDLINV3060DS-INV2430RS-INVFPUF; HDLINV3060DS-INV2436RS-INVFPUF; HDLINV3060DS-INV2442RS-INVFPUF; HDLINV3066DS-INV2436RS-INVFPUF; HDLINV3066DS-INV2442RS-INVFPUF; HDLINV3066DS-INV2448RS-INVFPUF; HDLINV3072DS-INV2442RS-INVFPUF; HDLINV3072DS-INV2448RS-INVFPUF,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
A,14479.91,active,l-shape-desk-hutch,L-Shape Desk & Hutch,3,Size,HDL-INV-LAYOUT 10A,HDL-INV-LAYOUT 10A; HDL-INV-LAYOUT 5A & INV-66HDRS; HDL-INV-LAYOUT 6A,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
A,10299.87,active,height-adjustable-table-5-sizes,Electric Height Adjustable Sit to Stand Desks,18,Top Size; Leg Colour,CLIE1-INV2442TOP,CLIE1-INV2442TOP; CLIE12LEG- INV2448TOP (Reduced); CLIE12LEG-INV3060TOP (Reduced); CLIE12LEG-INV3072TOP,Heartwood Client series,https://www.heartwooddl.com/,,,,
A,9795.95,active,medicine-wheel-table-indigenous,Medicine Wheel Table Indigenous,4,Size,MTY- E48RSLDMW,MTY- E48RSLDMW; MTY- E72MED#; MTY- E96MED#; MTY- E120CRESMED#,Mity-Lite,https://www.mitylite.com/,,,,
A,9289.79,active,training-flip-top-tables-1,Training Flip Top Tables,3,Size Options,GLB-NL4824FT,GLB-NL4824FT; GLB-NL6024FT; GLBNL7224FT,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,9119.98,active,u-shape-height-adjust-desk,U-Shape Height Adjust Desk,1,,INNO-LAYOUT 67,INNO-LAYOUT 67,,,,,,
A,8879.93,active,premium-series-lateral-file-cabinet-2-3-4-5-drawer-1,"Premium Series Lateral File Cabinet (2,3,4 & 5 Drawer)",24,Drawers; Width; Fixed or Recessed Fronts,GLB9330-2F1H,GLB9330-2F1H; GLB9330-2R1H; GLB9336-2F1H; GLB9336-2R1H; GLB9342-2F1H; GLB9342-2R1H; GLB9330-3F1H; GLB9330-3R1H; GLB9336-3F1H; GLB9336-3R1H; ...+14 more,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,8527.87,active,obusforme-comfort-high-back-chair-fabric-1240-3,ObusForme Comfort High back Chair 1240-3,1,,GLB-1240-3,GLB-1240-3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,5399.88,active,roma-1900-nesting-chair,Roma 1900 Nesting Chair,1,,GLO-1900,GLO-1900,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,5299.87,active,overtime-high-back-multi-tilter-chair-mvl2756,Overtime | High Back Multi-Tilter Chair MVL2756,1,,GLB-MVL2756,GLB-MVL2756,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,5198.0,active,l-shape-height-adjustable-desk-set,L-Shape Height Adjustable Desk Set,1,,HT-ADJ-Layout 5,HT-ADJ-Layout 5,,,,,,
A,5099.87,active,loop-leg-table,LOOP Leg Table,6,Table Size,HDL-INV-2436TBL-LOOP,HDL-INV-2436TBL-LOOP; HDL-INV-2442TBL-LOOP; HDL-INV-2448TBL-LOOP; HDL-INV-3060TBL-LOOP; HDL-INV-3066TBL-LOOP; HDL-INV-3072TBL-LOOP,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
A,4899.96,active,premium-height-adjustable-table-1,Premium Height Adjustable Table,4,Top Size,HDL-CALE1-INV-2442TOP,HDL-CALE1-INV-2442TOP; HTWCAL2448TBL2L (Reduced); HTWCAL3060TBL2L (Reduced); HTWCAL3072TBL2L (Reduced),Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
A,4869.89,active,ibex-upholstered-seat-mesh-back-multi-tilter-1,Ibex | Upholstered Seat & Mesh Back Multi-Tilter MVL2803,1,,MVL2803,MVL2803,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
A,3899.87,active,mvl11886-caman-high-back-tilter-bonded-leather,MVL11886 Caman | High Back Tilter Bonded Leather,1,,GLOMVL11886,GLOMVL11886,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
A,3839.88,active,ashmont-medium-back-guest-chair-mvl2782,Ashmont | Medium Back Guest Chair MVL2782,1,,GLB MVL2782,GLB MVL2782,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,3799.98,active,executive-u-shape-desk-set,Executive U-Shape Desk Set,1,,INNOVATIONS PKG,INNOVATIONS PKG,,,,,,
A,3779.86,active,sidero-guest-chair-28-colour-options,Sidero Guest Chair 28 Colour Options,1,,GLO-6900,GLO-6900,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,3499.9,active,square-table-x-base-3-sizes,Square Table - X-Base 3 Sizes,3,Height,GLBNL36SX22,GLBNL36SX22; GLBNL36SX; GLBNL36SX42,Offices to Go (via Global),https://www.officestogo.com/,,,,
A,3479.96,active,ergo-boss-high-back-multi-tilter-chair-1,Ergo Boss™ High Back Multi-Tilter Chair,1,,GLB=BAO2872-3,GLB=BAO2872-3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
A,3399.98,active,height-adjustable-l-shape-table,Premium Height Adjustable L-Shape Table,4,Top Sizes (Base included),HDL-CAL-E1-3LEG-3060+2448 Top,HDL-CAL-E1-3LEG-3060+2448 Top; HDL-CAL-E1-3LEG-3066+2436 Top; HDL-CAL-E1-3LEG-3072+2442 Top; HDL-CAL-E1-3LEG-3066+2442 Top,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
A,3119.94,active,ibex-mesh-seat-back-multi-tilter-1,Ibex | Mesh Seat & Back Multi-Tilter,1,,MVL2823,MVL2823,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
B,3079.96,active,pneumatic-height-adjustable-table,Pneumatic Height Adjustable Table,3,Size Options,OSP-HAT60241,OSP-HAT60241; OSP-HAT60251; OSP-HAT60261,Office Star Products,https://www.officestar.net/,,,,
B,2900.0,active,outdoor-steel-bench,Outdoor Steel Bench,1,,SCN-NJ200,SCN-NJ200,unknown,,,,,
B,2716.0,active,vion-mesh-high-back-chair-1,VION Mesh High Back Chair,1,,GLB-6321-3,GLB-6321-3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2399.98,active,innovation-l-shape-curved-corner,Innovation L-Shape Curved Corner,4,Size Options,HDL-INV3660CM-HPF-2430RSBR,HDL-INV3660CM-HPF-2430RSBR; HDL-INV3666CM-FPUF-2430RSBR; HDL-INV3672CM-FPUF-2436RSBR; HDL-INV-2448RSBR-3672CM-FPUF,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
B,2399.98,active,credenza-scmsu,Credenza SCMSU,1,,HDL-INV2236CX+2236UFLX+2272TOP,HDL-INV2236CX+2236UFLX+2272TOP,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
B,2399.98,active,wood-laminate-storage-cabinets,Wood Laminate Storage cabinets,16,"Width, Height & Depth Options",IOF-UN3066SC/FD/21,IOF-UN3066SC/FD/21; IOF-UN3072SC/FD/21; IOF-UN3078SC/FD/21; IOF-UN3084SC/FD/21; IOF-UN3666SC/FD/21; IOF-UN3672SC/FD/21; IOF-UN3678SC/FD/21; IOF-UN3684SC/FD/21; IOF-UN3066SC/FD/24; IOF-UN3072SC/FD/24; ...+6 more,IOF Laminated Products,https://iof-products.com/,,,,
B,2399.94,active,format-high-mesh-back-synchro-tilter,Format | High Mesh Back Synchro-Tilter,1,,GLB-MVL3191,GLB-MVL3191,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2369.96,active,chevron-ultra-high-back-multi-tilter-chair-high-back-bao11203-1,Chevron Ultra High Back Multi-Tilter Chair - High Back BAO11203,1,,GLB-BAO1120-3G5,GLB-BAO1120-3G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2322.0,active,chair-black-steel-frame-2,Chair Black Steel Frame,1,,GLBMVL2748JN02,GLBMVL2748JN02,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
B,2321.99,active,bar-leaner-1-span-collaborative,Bar Leaner 1-Span Collaborative,9,Sizes,WS48-AXBL1260BLKWHI,WS48-AXBL1260BLKWHI; WS48-AXBL1275BLKWHI; WS48-AXBL1560BLKWHI; WS48-AXBL1575BLKWHI; WS48-AXBL1860BLKWHI; WS48-AXBL1875BLKWHI; WS48-AXBL1890BLKWHI; WS48-AXBL1812BLKWHI; WS48-AXBL2412BLKWHI,Workspace (unknown sub-brand),,,,,
B,2249.95,active,ultra-high-back-tilter-with-arms-mvl11730,Ultra | High Back Tilter with Arms MVL11730,1,,GLB-MVL11730,GLB-MVL11730,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2249.91,active,otg13026-safari-medium-mesh-back-tilter-chair,OTG13026 Safari | Medium Mesh Back Tilter Chair,1,,GLO-OTG13026,GLO-OTG13026,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2219.97,active,desk-single-pedestal-bbf,Desk Single Pedestal BBF,5,Size Options,BURO-SPR4824B,BURO-SPR4824B; BURO-SPR4830B; BURO-SPR6030B; BURO-SPR7230B; BURO-SPR7236B,Buro Seating,https://www.buroseating.com/,,,,
B,2214.0,active,ashton-high-back-tilter,Ashton | High Back Tilter,1,,OTG11858B,OTG11858B,Offices to Go,https://www.officestogo.com/,,,,
B,2100.0,active,willow-bariatric-chair,Willow Bariatric Chair,1,,"GLB-W530AUU, 02NS, 39WFA","GLB-W530AUU, 02NS, 39WFA",Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2099.99,active,u-shape-desk-nlp205,U-Shape Desk NLP205,1,,GLB NLP205,GLB NLP205,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,2099.97,active,overtime-350-high-back-heavy-duty-multi-tilter-mvl13040,Overtime 350 | High Back Heavy Duty Multi-Tilter MVL13040,1,,GLO-MVL13040,GLO-MVL13040,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1999.96,active,d-top-table,D-Top Table With or Without Modesty,10,Size Options,UN6030/DT/EG/MP,UN6030/DT/EG/MP; UN7230/DT/EG/MP; UN7830/DT/EG/MP; UN8430/DT/EG/MP; UN6030/DT/EG; UN6630/DT/EG; UN7230/DT/EG; UN7830/DT/EG; UN8430/DT/EG,IOF Union series,https://iof-products.com/,,,,
B,1949.97,active,raven-high-back-heavy-duty-synchro-tilter-chair-otg10703b,Raven High Back Heavy Duty Synchro-Tilter Chair OTG10703B,1,,GLB-OTG10703B,GLB-OTG10703B,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1798.68,active,brighton-high-back-tilter-mvl2787,Brighton | High Back Tilter MVL2787,1,,GLBMVL2787,GLBMVL2787,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
B,1788.0,active,overtime-350-high-back-heavy-duty-multi-tilter,Overtime 350 | High Back Heavy Duty Multi-Tilter,1,,MVL13040,MVL13040,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
B,1719.98,active,innovations-double-pedestal-desk-bf-bf-5-sizes-8-colours,"INNOVATIONS Double Pedestal Desk bf/bf 5 Sizes, 8 Colours",5,Sizes Options,HDL-INV2448DS-INVHPF (X1),HDL-INV2448DS-INVHPF (X1); HDL-INV3060DS-INVHPF (X2); HDL-INV3066DS-INVHPF (X2); HDL-INV3072DS-INVHPF (X2); HDL-INV3672DS-INVHPF (X2),Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
B,1699.99,active,robust-high-back-multi-tilter-chair-500lb-weight-capacity-glb74475,Robust High Back Multi-Tilter Chair 500lb Weight Capacity GLB74475,1,,GLB2526,GLB2526,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1653.98,active,sirena-lounge-chair-3371,Sirena Lounge Chair,3,Seater Options,GLB3371,GLB3371; GLB3372; GLB3373,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1619.77,active,six-31-medium-back-multi-tilter-glbotg11631b,Six 31 | Medium Back Multi-Tilter  GLBOTG11631B,1,,GLBOTG11631B,GLBOTG11631B,Offices to Go,https://www.officestogo.com/,,,,
B,1599.99,active,l-shape-reception-72-x-72-x-41-1,"L-Shape Reception - 72"" x 72"" x 41""",1,,HTWINVLAYOUT15,HTWINVLAYOUT15,Heartwood Innovation (layouts),https://www.heartwooddl.com/,,,,
B,1569.99,active,citi-lounge-seating-3-sizes-available,Lounge Seating (3 sizes available),3,Seat Options,OSP-PAC51,OSP-PAC51; OSP-PAC52; OSP-PAC53,Office Star Products,https://www.officestar.net/,,,,
B,1484.97,active,2600-series-4-drawer-vertical-file-legal-26-451,"2600 Series 4 Drawer Vertical File, Legal (26-451)",3,Colour Options,,,,,,,,
B,1449.95,active,folding-chair-plastic-4-pack,Folding Chair-Plastic 4/Pack,1,,GLB-OTG11674,GLB-OTG11674,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1336.85,active,newland-box-file-mobile-pedestal,Newland Box/File Mobile Pedestal NLMP23BF,1,,GLBNLMP23BF,GLBNLMP23BF,Offices to Go (via Global),https://www.officestogo.com/,,,,
B,1299.99,active,multi-storage-cabinet-93365msl,Multi-Storage Cabinet 93365MSL,1,,GLB-9336-SMSL,GLB-9336-SMSL,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1249.99,active,l-shape-desk-3-sizes-13-colours,"""L"" Shape Desk 6 Sizes 13 colours",6,Size,GLB-NL6030D-NL3024R-NL23BBF,GLB-NL6030D-NL3024R-NL23BBF; GLBNLP525; GLBNLP521; GLBNLP108; GLB NLP403; GLB-NL7230D-NL4824R-NL23BBF,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
B,1199.99,active,l-shape-loop-leg-desk,L-Shape Loop Leg Desk,2,Size,HDL-INV Layout 65,HDL-INV Layout 65; HDL-INV-Layout,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
C,1199.96,active,vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,1,,GLB-MVL25201,GLB-MVL25201,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,1149.97,active,pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),2,With or Without Wheels,GLBMVLM23BBF,GLBMVLM23BBF; GLBMVLW23BBF,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,1099.99,active,innovation-l-shape-set,Innovation L-Shape Set,3,Size Option,HDLINV-3066DS+INV-2436RSBR+INV-FPUF,HDLINV-3066DS+INV-2436RSBR+INV-FPUF; HDLINV-3066DS+INV-2442RSBR+INV-FPUF; HDLINV-3072DS+INV-2442RSBR+INV-FPUF,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
C,1059.96,active,kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,1,,GLB-OTG12112B,GLB-OTG12112B,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,1037.98,active,lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,3,Sizes,GLO-MVL13051,GLO-MVL13051; GLO-MVL13052; GLO- MVL13053,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,999.98,active,mobile-drawer-unit-with-locks-inv-mpuf,Mobile Drawer Unit with Locks INV-MPUF,1,,HDL-INV-MPUF,HDL-INV-MPUF,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
C,989.97,active,round-table-42-high-bar-height,"Round Table 42"" High Bar Height",2,Please select Diameter,GLB-NL30RX42,GLB-NL30RX42; GLB-NL36RX42,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,959.98,active,basics-comfort-time-ultra-multi-tilter-chairs-mvl1873-1,Basics® Comfort-Time™ Ultra Multi-Tilter Chairs MVL1873 MVL1875 (Available with a headrest),2,Back Options,BAOMVL1873,BAOMVL1873; BAOMVL1874,Global (BAO-MVL),https://www.globalfurnituregroup.com/,,,,
C,919.98,active,4-drawer-letter-width-vertical-file,4 Drawer Letter Width Vertical File,1,,GLB-MVL25401,GLB-MVL25401,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,919.98,active,bookcase-15-sizes-available,Bookcase (15 Sizes Available),15,Size Options,BCMB2429,BCMB2429; BCMB2448; BCMB2460; BCMB2465; BCMB2472; BCMB3029; BCMB3048; BCMB3060; BCMB3065; BCMB3072; ...+5 more,unknown,,,,,
C,898.0,active,round-table-42,"Round Table 42""",1,,HDL-INV42RT-INV-XB26,HDL-INV42RT-INV-XB26,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
C,869.99,active,upscale-table-1,UPSCALE Table,4,Legs Choices; Top Size,HDL-INV-R36-MUPBLK,HDL-INV-R36-MUPBLK; HDL-INV-R42-MUPBLK; HDL-INV-R36-MUPCHR,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
C,859.98,active,elora-multi-tilter-high-back-chair-black-baomvl1893,ELORA Multi-Tilter High Back Chair Black BAOMVL1893,1,,BAOMVL1893,BAOMVL1893,Global (BAO-MVL),https://www.globalfurnituregroup.com/,,,,
C,849.99,active,tritek-7472-3-chair,Tritek 7472-3 Chair,1,,GLO 7472-3,GLO 7472-3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,824.98,active,extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,1,,GLOBAO27513,GLOBAO27513,Global (Basyx),https://www.globalfurnituregroup.com/,,,,
C,797.99,active,foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",2,Colour Options,FOU00266,FOU00266; FOU4141299,Foundations Worldwide,https://www.foundations.com/,,,,
C,749.99,active,basics-ergo-boss-executie-back-multi-tilter-chairs-bao28703,Basics® Ergo Boss™ Executie Back Multi-Tilter Chairs BAO28703,1,,GLB-BAO28703,GLB-BAO28703,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,744.99,active,obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,6,Back Height Options,GLB-2770-3 G5,GLB-2770-3 G5; GLB-2771-3G5; GLB-2770P-3G5; GLB-2771PG5; GLB2776-3 G5; GLB2777-3G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,729.98,active,mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,2,Depth,MVL19BF,MVL19BF; GLB-MVL23BF,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,699.98,active,regalia-task-mesh-chair-otg10892,Regalia Task Mesh Chair OTG10892,1,,GLBOTG10892,GLBOTG10892,Offices to Go,https://www.officestogo.com/,,,,
C,689.99,active,napa-boardroom-conference-table,Napa Boardroom Conference Table,2,Table Size Options,OSP-NAP35,OSP-NAP35; OSP-NAP36,Office Star Products,https://www.officestar.net/,,,,
C,645.99,active,obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,1,,GLB-1241-3,GLB-1241-3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,599.98,active,kody-mesh-chair-otg13110,Kody Mesh Chair OTG13110,1,,GLO-OTG13110,GLO-OTG13110,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,599.97,active,trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,1,,GLB BAO27174,GLB BAO27174,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,539.99,active,newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",1,,GLB-NLMP23BBF,GLB-NLMP23BBF,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,539.99,active,heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,2,Cushion,HDLINV-MPF,HDLINV-MPF; HDLINV-MPF+CUSH,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
C,529.99,active,storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",4,Colour,GLB-MVLS72L DWT,GLB-MVLS72L DWT; GLB-MVLS72L BLK; GLB-MVLS72L GREY; GLB-MVLS72L NEV,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,525.99,active,bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,10,Sizes Available,IOF UN60/SCBC/30,IOF UN60/SCBC/30; IOF UN66/SCBC/30; IOF UN72/SCBC/30; IOF UN78/SCBC/30; IOF UN84/SCBC/30; IOF UN60/SCBC/36; IOF UN66/SCBC/36; IOF UN72/SCBC/36; IOF UN78/SCBC/36; IOF UN84/SCBC/36,IOF Laminated Products,https://iof-products.com/,,,,
C,501.16,active,folding-table-24-x-48-1,"Folding Table  24""  x 48""",1,,HTWTLT2448GN,HTWTLT2448GN,Heartwood Taylor,https://www.heartwooddl.com/,,,,
C,499.99,active,format-high-back-weight-sensing-synchro-tilter-mesh-seat-and-back-mvl3197-copy,"Format+ | High Back Weight Sensing Synchro-Tilter, Mesh Seat and Back",2,Headrest,GLO-MVL3197,GLO-MVL3197; GLO-MVL3198,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,499.99,active,ibex-mesh-back-drafting-stool-task-chair-with-arms,Ibex Mesh Back Drafting Stool Task Chair with Arms,1,,MVL2808,MVL2808,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,449.99,active,table-desk-1,Table Desk,9,Sizes,GLBNL3624DHL,GLBNL3624DHL; GLBNL4824DHL; GLBNL5424DHL; GLBNL6024DHL; GLBNL6624DHL; GLBNL7224DHL; GLBNL6030DHL; GLBNL6630DHL; GLBNL7230DHL,Offices to Go (via Global),https://www.officestogo.com/,,,,
C,445.99,active,format-high-back-synchro-tilter-with-adjustable-headrest-chair-mvl3192,Format | High Back Synchro-Tilter with Adjustable Headrest Chair MVL3192,1,,GLOMVL3192,GLOMVL3192,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,419.99,active,pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),2,With or Without Wheels,GLBMVLM23FF,GLBMVLM23FF; GLBMVLW23FF,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,401.0,active,sonic-armless-counter-stool-polypropylene-seat-back-6558cs,"Sonic™ Armless Counter Stool, Polypropylene Seat & Back (6558CS)",1,,GLO 6558CS,GLO 6558CS,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,399.99,active,desk-shell-5-sizes,Desk Shell (5 Sizes),4,Sizes,GLB-NL6030D,GLB-NL6030D; GLB-NL6630D; GLB-NL3072D; GLB-NL3672D,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,399.99,active,sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",2,Colour,RCL-ADR2w,RCL-ADR2w; RCL-ADR2BLK,unknown,,,,,
C,399.99,active,ultra-armless-high-back-tilter-mvl11732,Ultra | Armless High Back Tilter MVL11732,1,,GLB-MVL11732,GLB-MVL11732,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,399.99,active,adapt-high-back-synchro-tilter-mvl11724,Adapt | High Back Synchro-Tilter MVL11724,1,,GLB-MVL11724,GLB-MVL11724,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,389.95,active,full-time-chair-mvl2900,Full Time Chair MVL2900,1,,GLO MVL2900,GLO MVL2900,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,380.54,active,bookcase-1-shelf-32-wide-x-72-high,"Bookcase - 1"" Shelf 32"" Wide x 72"" High",1,,HTWINV7232BK,HTWINV7232BK,Heartwood Innovation,https://www.heartwooddl.com/,,,,
C,369.89,active,large-fire-water-safe-13-x-16-x-19-black-2,"Large Fire/Water Safe 13"" x 16"" x 19"" - Black",1,,SENSFW082DTBSSC,SENSFW082DTBSSC,unknown,,,,,
C,359.99,active,coffee-table,Coffee Table,1,,OSP-MG1242S-NB,OSP-MG1242S-NB,Office Star Products,https://www.officestar.net/,,,,
C,359.98,active,basics-preto-swivel-tilt-chair-1,Basics® Preto Swivel Tilt Chair,1,,GLB-OTG10720,GLB-OTG10720,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,349.99,active,basics-comfort-time-ultra-multi-tilter-big-tall-chair,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall Chair,1,,GLB BAOMVL13041G5,GLB BAOMVL13041G5,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,339.99,active,pacific-high-back-tilter,Pacific High Back Tilter MVL11870,1,,GLBMVL11870,GLBMVL11870,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
C,329.99,active,2-drawer-legal-width-vertical-file,2 Drawer Legal Width Vertical File,1,,GLB-MVL25251,GLB-MVL25251,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,299.99,active,otg10740-masi-high-back-tilter,OTG10740 Masi | High Back Tilter,1,,,,,,,,,
C,298.71,active,mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,1,,HTWTLTCCART,HTWTLTCCART,Heartwood Taylor,https://www.heartwooddl.com/,,,,
C,296.99,active,mvl11860-stradic-mesh-back-tilter,MVL11860 Stradic | Mesh Back Tilter,1,,GLO-MVL11860,GLO-MVL11860,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,269.99,active,bookcase,Bookcase,1,,HDL-INV4832BK,HDL-INV4832BK,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
C,239.99,active,mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,2,Colour Options,GLB2786 BL20PU30,GLB2786 BL20PU30; GLB2787 PU38/BL28,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
C,179.99,active,amigo-mesh-chair-otg10900blk,Amigo Mesh Chair OTG10900BLK,1,,GLBOTG10900BLK,GLBOTG10900BLK,Offices to Go,https://www.officestogo.com/,,,,
C,88.99,active,anti-fatigue-wellness-mat-36-x-24-5,"Anti-Fatigue Wellness Mat  36"" x 24""",1,,FEL74204,FEL74204,Fellowes,https://www.fellowes.com/,,,,
D,0,active,installation-1,Installation,2,Type,,,,,,,,
D,0,active,delivery,Delivery,8,Type,,,,,,,,
D,0,active,colour,Colour,6,,,,,,,,,
D,0,active,additional-services-dismantle-re-assemble,Additional Services-Dismantle & Re-Assemble,1,,Dismantle & Re-Assemble,Dismantle & Re-Assemble,,,,,,
D,0,active,round-table-29-high-8-colours,"Round Table 29"" High (8 Colours)",4,Table Base Colours,INV900-SQB20-BLK R30,INV900-SQB20-BLK R30; INV900-SQB20-SIL R36; INV900-SQB20-BLK-R42; INV900-SQB20-SIL-R42,Heartwood Innovation,https://www.heartwooddl.com/products/innovation,,,,
D,0,active,solid-steel-shelving-starter-set,"Solid Steel Shelving, Starter Set",4,Size Options Width x Depth x Height (Inches),,,,,,,,
D,0,active,keys-2-set,Keys 2/set,1,,,,,,,,,
D,0,active,electric-desk-riser-dual-monitor-arm,Electric Desk Riser + Dual Monitor Arm,1,,,,,,,,,
D,0,active,coat-tree,Coat Tree,2,Style Options,,,,,,,,
