Handle,Title,Type,Status,Tier,Revenue,Units,MissingCount,PriorityScore,MissingFields
polycarbonate-chairmat-for-hard-floors-hard-floor-60x-46-demo,"Polycarbonate Chairmat for Hard Floors - Hard Floor 60""x 46"" demo",,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
heartwood-plexiglass-hanging-modesty-panel-48-width-x-15-height-plexiglass-silver-metal-clear-2,"Heartwood Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height - Plexiglass - Silver Metal, Clear",,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
carpeted-floor-48-x-60-1,"Carpeted Floor - 48"" x 60""",,active,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
carpeted-floor-48-x-60,"Carpeted Floor - 48"" x 60""",,active,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
carpeted-floor-60x-46,"Carpeted Floor - 60""x 46""",,active,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
original-hydro-parkas-mens-medium-navy-blue,"Original ""Hydro"" Parkas, Men's, Medium, Navy Blue",,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
haag-shell-jacket-mens-4x-large-black-2,"Haag Shell Jacket, Men's, 4X-Large, Black",,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
haag-shell-jacket-mens-4x-large-black-1,"Haag Shell Jacket, Men's, 4X-Large, Black",,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
unisource-promeltslice-ice-melting-compound-crystal-20-kg,Unisource PromeltSlice Ice Melting Compound - Crystal - 20 kg,,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
workstation-u-shape,Workstation U Shape,,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
offices-to-go-ultra-high-back-tilter-black-bonded-leather-1-each,Offices To Go Ultra High Back Tilter - Black - Bonded Leather - 1 Each,,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ultra-armless-high-back-tilter-black,Ultra | Armless High Back Tilter Black,,archived,D,0,0,20,20,Type; Category; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
alphabetter-stand-up-desk,AlphaBetter Stand-Up Desk,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
corner-maker-2-sizes,Corner Maker 2 sizes,Furniture > Office Furniture Accessories > Desk Parts & Accessories,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-desk-height-adjustable,Table Desk Height Adjustable,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
grommet-hole-cover,Grommet Hole & Cover,Hardware > Power & Electrical Supplies > Wall Plates & Covers > Plug Socket Covers,active,D,0,0,19,19,Type; Body; SEOTitle; SEODescription; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
l-shape-workstations,"L-Shape Workstations (9 Sizes, 8 Colours)",Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
pneumatic-single-table,PNEUMATIC SINGLE TABLE,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
white-board-magnetic-mobile-on-wheels,White Board Magnetic (mobile) on wheels,Office Supplies > Presentation Supplies > Dry-Erase Boards,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
cord-cover,Cord Cover Snake,Electronics > Electronics Accessories > Cable Management > Wire & Cable Sleeves,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
humanscale-nova-lighting,Humanscale Nova Lighting,Home & Garden > Lighting > Lamps > Desk Lamps,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
efloat-quattro-humanscale,eFloat Quattro Humanscale,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
temptations-office-suite-copy,The Corporate Office Suite,Furniture > Office Furniture > Office Furniture Sets,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
temptations-office-suite,Temptations Office Suite,Furniture > Office Furniture > Office Furniture Sets,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
follower-block-mvlfb,Follower Block MVLFB,Furniture > Cabinets & Storage > File Cabinets,active,D,0,0,19,19,Type; Tags; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
laptop-holder-for-100-ma1c-100-ma2c-monitor-arms,Laptop Holder for 100-MA1C & 100-MA2C Monitor Arms only,Laptop Holder,active,D,0,0,19,19,SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
new-pneumatic-single-arm-monitor-stand,"""New"" Pneumatic Single-Arm Monitor Stand",Electronics > Video > Video Accessories > Television Parts & Accessories > TV & Monitor Mounts,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-top-dividers-1,Desk Top Dividers,Furniture > Office Furniture Accessories > Desk Parts & Accessories,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
height-adjustable-base-pneumatic,Height Adjustable Base Pneumatic (Top Sold Separately),Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
cluster-seating-2,Cluster Seating 2,Furniture > Furniture Sets > Kitchen & Dining Furniture Sets,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
metal-apex-desk,Metal APEX Desk,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; SEOTitle; SEODescription; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
dispose,Disposal Program,Services > Business Services > Logistics & Removals,active,D,0,0,19,19,Type; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
coffee-table-1,Coffee Table,Furniture > Tables > Accent Tables > Coffee Tables,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
monitor-arms,Monitor Arms,Avis-add-charge,active,D,0,0,19,19,Category; Image; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ganging-plates-for-terina-tables-gfcngfp,Ganging Plates for Terina Tables GFCNGFP,Furniture > Table Accessories,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
delivery-charge-175-00,Delivery Charge 175.00,Product Add-Ons,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
wardrobe,Wardrobe,Uncategorized,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
credenza-lfmsu,Credenza LFMSU,Uncategorized,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
credenza-lflf-1,Credenza LFLF,Uncategorized,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
teknion-chronicle,Teknion Chronicle,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
delivery-charge-85-00,Delivery Charge $85.00,Services,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
storage-wardrobe-unit,Storage Wardrobe Unit,Uncategorized,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
lectern-storage-stand,Lectern Storage Stand,Office Supplies > Office Carts,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
diet,Diet,Furniture > Office Furniture,active,D,0,0,19,19,Type; Tags; Body; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
3-seater-sofa,3 Seater Sofa,Furniture > Sofas > Sectional Sofas,archived,D,0,0,19,19,Type; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-double-pedestal,Desk Double Pedestal,Furniture > Office Furniture > Desks,active,D,0,0,19,19,Type; Body; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
metal-folding-chair,Metal Folding Chair,Uncategorized,archived,D,0,0,19,19,Type; Tags; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
end-table-29-x-29-x-16,"End Table - 29"" x 29"" x 16""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
coffee-table-33-x-33-15-height-2,"Coffee Table  33"" x 33"" 15"" Height",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-18x28,"Table - 18""x28""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-29-x-28-5,"Table - 29"" x 28""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-29-x-28-4,"Table - 29"" x 28""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
tables-dolly-8,Tables Dolly,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-29-x-28-3,"Table - 29"" x 28""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
tables-dolly-7,Tables Dolly,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desktop-riser-black-2,Desktop Riser Black,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
electric-height-adjustable-standing-desk-workstation-4,Electric Height Adjustable Standing Desk Workstation,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
flip-top-table-48-x-24,"Flip-Top Table - 48"" x 24""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
standing-desk-for-corner-desk-5,Standing Desk for Corner Desk,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
craft-wedge-overtable-chrome-leg-1,Craft Wedge Overtable Chrome Leg,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
casters-5-set-1,Casters- 5 / Set,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
sentry-safe-security-safe-with-electronic-lock-4,Sentry Safe Security Safe with Electronic Lock,,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
gardex-security-safe-fire-resistant-24-x-18-5-x-18-5,"Gardex  Security Safe - Fire Resistant -  24"" x 18.5"" x 18.5""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
gardex-security-safe-fire-resistant-size-29-x-21-5-x-21-5-beige,"Gardex  Security Safe- Fire Resistant -Size 29"" x 21.5"" x 21.5"" - Beige",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
security-safe-39-x-26-5-x-26-5-1,"Security Safe  39"" x 26.5"" x 26.5""",,active,D,0,0,19,19,Type; Category; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
