Handle,Title,Type,Status,Tier,Revenue,Units,MissingCount,PriorityScore,MissingFields
reception-unit-72x72,"L shape Reception Unit 72""x72"" 15B",Furniture > Office Furniture > Desks,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
teknion-glass-walls,Teknion Glass Walls,Hardware > Building Materials > Wall Paneling,active,D,0,0,18,18,Type; Tags; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
lumi-high-back-synchro-tilter-chair,Lumi | High Back Synchro-Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
keyboard-tray-multi-adjustable,Keyboard Tray Multi Adjustable,Electronics > Electronics Accessories > Computer Accessories > Keyboard Trays & Platforms,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ibex-mesh-seat-back-drafting-chair-stool-1,Ibex | Mesh Seat & Back Drafting Chair Stool,Furniture > Office Furniture > Office Chairs,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
bar-height-table,Bar Height Table,Furniture > Tables,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
vesta-power-tower,Vesta Power Tower,Electronics > Electronics Accessories > Power > Power Stations,active,D,0,0,18,18,Type; Body; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
indoor-planter,Indoor Planter,Home & Garden > Lawn & Garden > Gardening > Plant Stands,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
management-l-shaped-suite-66w-x-72d,"MANAGEMENT ""L"" SHAPED SUITE - 66""W X 72""D",Furniture > Office Furniture,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-desk-13-colour-options,Table Desk 13 Colour options,Furniture > Office Furniture > Desks,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-l-shape-with-drawers,Desk L-Shape with Drawers,Furniture > Office Furniture > Desks,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-single-pedestal-1,NEWLAND | DOUBLE PEDESTAL DESK,Furniture > Office Furniture > Desks,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-single-pedestal,Desk Single Pedestal,Furniture > Office Furniture > Desks,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
aktivity-rectangle-height-adjustable-table,Aktivity Rectangle Height Adjustable Table,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
casters-2-5-set-1,"Casters - 2"" 5 / Set",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
electric-dual-monitor-height-adjustable-standing-desk-workstation-dc450,Electric Dual Monitor Height Adjustable Standing Desk Workstation DC450,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
file-buddy-swivel-stool-black-vinyl,File Buddy Swivel Stool Black Vinyl,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
offices-to-go-ionic-table-36-x-36-x-29-material-metal-base-finish-absolute-acajou-black-base-sandtex-1,"Offices To Go Ionic Table - 36"" x 36"" x 29"" - Material: Metal Base - Finish: Absolute Acajou, Black Base, Sandtex",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
zira-conference-table-9-sizes,Zira Conference Table - 9 Sizes,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
workstation-96-x-50-x-29-4-person-station,"Workstation - 96"" x 50"" x 29"" (4 Person Station)",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
chair-dolly-duet-chairs,Chair Dolly (Duet Chairs),Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
round-table-x-base-5,Round Table - X-Base,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
boat-shaped-conference-table,Boat Shaped Conference Table,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
plexiglass-hanging-modesty-panel-48-width-x-15-height-2,"Plexiglass Hanging Modesty Panel - 48"" Width x 15"" Height",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
innovations-suite,Innovations Suite,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
chair-black-steel-frame-3,Chair - Black Steel Frame,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
folding-table-60-4,Folding Chair,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
folding-table-8,Folding Table,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
folding-table-60-x-30-1,"Folding Table 60"" x 30""",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
folding-table-30x-72,"Folding Table 30""x 72""",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
hdl-5-resin-folding-table-granite-rectangle-dove-white-pebble-top-powder-coated-base-60-table-top-length-x-30-table-top-width-29-height-1,"HDL 5' Resin Folding Table - Granite Rectangle, Dove White Pebble Top - Powder Coated Base - 60"" Table Top Length x 30"" Table Top Width - 29"" Height",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
door-32-x-32-1,"Door - 32"" x 32""",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
reception-desk-84-x-84-1,"Reception Desk - 84"" x 84""",Business & Industrial > Hotel & Hospitality > Hotel Supplies > Reception Desks & Counters,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-2-drawer-48-x-24-x-29-1,"Desk - 2-Drawer - 48"" x 24"" x 29""",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
honor-roll-dsq-1824-pb-table-desk-square-leg-base-4-legs-x-24-table-top-width-x-18-table-top-depth-5-each,"Honor Roll -DSQ-1824-PB Table Desk - Square Leg Base - 4 Legs x 24"" Table Top Width x 18"" Table Top Depth 5 EACH",Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
desk-u-shape-mlp205-1,Desk U-Shape,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
zim-synchro-tilter-chair-high-back-mesh-mesh-back-black,Zim Synchro-Tilter Chair High Back Mesh Mesh Back,Uncategorized,active,D,0,0,18,18,Type; mf:Color; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
vitrola-lounge-seating-4-size-options,Vitrola Lounge Seating (4 Size options),"Furniture > Chairs > Armchairs, Recliners & Sleeper Chairs > Armchairs",active,D,0,0,17,17,Type; Tags; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat structure; mf:Back type; mf:Chair features; mf:Frame design; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
educational-student-tables-5-shapes-sizes,Educational Student Tables (5 Shapes & Sizes),Furniture > Office Furniture > Workspace Tables > Conference Room Tables,active,D,0,0,17,17,Type; SEOTitle; SEODescription; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation
